AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s
202	SAMN00990202	SRX145017	Tol-0_gDNA	2012-08-12	7574	4898	2012-05-31	SRR492387	SRS311376	Tol-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990203	SRX145018	Ts-1_gDNA	2012-08-12	5781	3735	2012-05-31	SRR492388	SRS311377	Ts-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990204	SRX145019	Ts-5_gDNA	2012-05-19	12500	8674	2012-05-31	SRR492389	SRS311378	Ts-5	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990205	SRX145020	Tscha-1_gDNA	2012-08-12	12692	8883	2012-05-31	SRR492390	SRS311379	Tscha-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990206	SRX145021	Tu-0_gDNA	2012-08-12	11028	7675	2012-05-31	SRR492391	SRS311380	Tu-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990207	SRX145022	Tul-0_gDNA	2012-05-20	7599	4875	2012-05-31	SRR492392	SRS311381	Tul-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990208	SRX145023	Ty-0_gDNA	2012-05-17	10432	7333	2012-05-31	SRR492393	SRS311382	Ty-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990209	SRX145024	Uk-1_gDNA	2012-08-12	6801	4397	2012-05-31	SRR492394	SRS311383	Uk-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990210	SRX145025	Uod-1_gDNA	2012-05-24	8783	5886	2012-05-31	SRR492395	SRS311384	Uod-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990211	SRX145026	Uod-7_gDNA	2012-05-18	12712	8693	2012-05-31	SRR492396	SRS311385	Uod-7	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990212	SRX145027	Utrecht_gDNA	2012-08-12	4370	2822	2012-05-31	SRR492397	SRS311386	Utrecht	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990213	SRX145028	Van-0_gDNA	2012-08-12	3092	2103	2012-05-31	SRR492398	SRS311387	Van-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990214	SRX145029	Ven-1_gDNA	2012-05-20	7907	5068	2012-05-31	SRR492399	SRS311388	Ven-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990215	SRX145030	Vind-1_gDNA	2012-05-24	8427	5652	2012-05-31	SRR492400	SRS311389	Vind-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990216	SRX145031	Wa-1_gDNA	2012-05-24	8802	5890	2012-05-31	SRR492401	SRS311390	Wa-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990217	SRX145032	Wc-1_gDNA	2012-05-24	7114	4761	2012-05-31	SRR492402	SRS311391	Wc-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990218	SRX145033	Wei-0_gDNA	2012-08-12	2761	1882	2012-05-31	SRR492403	SRS311392	Wei-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990219	SRX145034	Westkar-4_gDNA	2012-08-12	6780	4349	2012-05-31	SRR492404	SRS311393	Westkar-4	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990220	SRX145035	Wil-1_gDNA	2012-05-18	8434	5761	2012-05-31	SRR492405	SRS311394	Wil-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990221	SRX145036	Wl-0_gDNA	2012-08-12	7321	4691	2012-05-31	SRR492406	SRS311395	Wl-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990222	SRX145037	Ws-2_gDNA	2012-05-24	8769	5869	2012-05-31	SRR492407	SRS311396	Ws-2	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990223	SRX145038	Wt-5_gDNA	2012-08-12	5159	3321	2012-05-31	SRR492408	SRS311397	Wt-5	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990224	SRX145039	Yo-0_gDNA	2012-05-22	12556	8384	2012-05-31	SRR492409	SRS311398	Yo-0	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990225	SRX145040	Zal-1_gDNA	2012-08-12	7256	4654	2012-05-31	SRR492410	SRS311399	Zal-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990226	SRX145041	Zdr-1_gDNA	2012-08-12	2789	1894	2012-05-31	SRR492411	SRS311400	Zdr-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
120	SAMN00990244	SRX144964	Nz-1_gDNA	2015-12-11	2429	1380	2012-08-15	SRR492336	SRS311418	Nz-1	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990245	SRX144991	RMX-A02_gDNA	2012-08-12	6661	4403	2012-05-31	SRR492362	SRS311419	RMX-A02	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
202	SAMN00990246	SRX144995	RRS-10_gDNA	2012-08-12	7259	4791	2012-05-31	SRR492366	SRS311420	RRS-10	WGS	PRJNA30811	SALK-E	public	0	Illumina HiSeq 2000	PAIRED	size fractionation	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP000248
